SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 13, 'PARTIDO DOS TRABALHADORES')","('QT_VOTOS', 16, 'PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO')","('QT_VOTOS', 21, 'PARTIDO COMUNISTA BRASILEIRO')","('QT_VOTOS', 27, 'PARTIDO SOCIAL DEMOCRATA CRISTÃO')","('QT_VOTOS', 28, 'PARTIDO RENOVADOR TRABALHISTA BRASILEIRO')","('QT_VOTOS', 29, 'PARTIDO DA CAUSA OPERÁRIA')","('QT_VOTOS', 43, 'PARTIDO VERDE')","('QT_VOTOS', 45, 'PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA')","('QT_VOTOS', 50, 'PARTIDO SOCIALISMO E LIBERDADE')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
BA,33774,BOM JESUS DA LAPA,19394,9,9,22,9,0,2578,5185,73,12674,42776,674,30102,2149
BA,33782,BOM JESUS DA SERRA,3937,4,2,0,2,0,198,518,3,2530,7942,79,5412,669
BA,33790,BONINAL,4118,0,3,5,3,0,226,1077,6,2446,8759,126,6313,749
BA,33804,BONITO,4032,8,2,2,3,2,361,2410,10,2706,10445,190,7739,719
BA,33812,BOQUIRA,8102,5,4,2,7,0,440,958,10,3754,14411,194,10657,935
BA,33839,BOTUPORÃ,4329,6,4,2,1,0,215,724,11,2686,8765,99,6079,688
BA,33855,BREJÕES,5116,4,7,2,5,0,670,1207,9,3471,11391,177,7920,723
BA,33871,BREJOLÂNDIA,3488,2,1,1,2,1,237,1050,4,1601,7205,139,5604,679
BA,33898,BROTAS DE MACAÚBAS,3714,3,4,1,0,1,201,1764,12,1781,8182,80,6401,621
BA,33910,BRUMADO,22685,8,16,12,13,2,3893,5099,89,5894,41554,915,35660,2928
BA,33936,BUERAREMA,4255,3,0,5,5,0,855,4008,36,2532,12678,204,10146,775
BA,33952,CAATIBA,2816,1,3,1,1,4,317,902,6,2090,6835,69,4745,625
BA,33960,CABACEIRAS DO PARAGUAÇU,4772,8,3,1,2,2,615,2417,14,3603,12558,208,8955,913
BA,33979,CACHOEIRA,12054,12,5,2,4,1,2311,2340,54,3244,21657,575,18413,1055
BA,33995,CACULÉ,6222,6,0,5,11,0,612,3288,21,2977,14538,275,11561,1121
BA,34010,CAEM,4044,5,3,3,1,0,500,905,14,2315,8591,119,6276,682
BA,34029,CAETANOS,4118,1,4,1,1,0,192,717,1,2815,8440,98,5625,492
BA,34037,CAETITÉ,16710,16,12,3,10,0,1643,5219,111,7037,33642,556,26605,2325
BA,34053,CAFARNAUM,4813,3,4,3,8,1,872,1950,32,3550,12187,283,8637,668
BA,34070,CAIRU,3908,2,3,1,0,1,1256,1519,16,1515,9045,198,7530,626
BA,34096,CALDEIRÃO GRANDE,3442,3,2,2,3,1,230,1040,6,1378,6927,129,5549,691
BA,34118,CAMACAN,8004,6,8,6,2,1,1315,2929,38,3786,17365,258,13579,1012
BA,34134,CAMAÇARI,52320,75,32,50,52,6,29726,19021,543,20632,134108,5218,113476,6433
BA,34150,CAMAMU,7088,6,4,6,6,2,1333,5702,39,7153,23298,336,16145,1623
BA,34177,CAMPO ALEGRE DE LOURDES,8761,11,7,4,5,4,312,2598,14,6442,19842,165,13400,1519
BA,34193,CAMPO FORMOSO,19464,12,12,6,9,3,2352,8547,83,9008,44322,1251,35314,3575
BA,34215,CANÁPOLIS,3659,1,4,0,1,1,168,1272,6,1227,6971,144,5744,488
BA,34231,CANARANA,8512,5,2,3,7,1,773,1868,24,2802,15163,188,12361,978
BA,34258,CANAVIEIRAS,9366,9,8,8,13,0,1428,4552,72,8966,25994,293,17028,1279
BA,34274,CANDEAL,3510,3,9,5,2,2,360,891,10,837,6227,155,5390,443
BA,34290,CANDEIAS,28340,19,19,22,18,2,7798,4348,243,8537,54250,2402,45713,2502
BA,34312,CANDIBA,5621,5,6,10,2,0,350,943,12,1445,9338,263,7893,681
BA,34339,CÂNDIDO SALES,8350,3,8,5,6,1,771,3262,27,7132,21010,331,13878,1114
BA,34355,CANSANÇÃO,13366,11,12,2,5,2,676,1231,28,7585,24631,231,17046,1482
BA,34363,CARAÍBAS,2956,1,3,6,1,0,236,1486,9,1733,7213,85,5480,697
BA,34371,CARAVELAS,5702,2,7,11,3,2,958,1674,70,2623,12323,271,9700,1000
BA,34398,CARDEAL DA SILVA,3216,4,0,0,1,0,328,559,10,1750,6466,131,4716,467
BA,34410,CARINHANHA,7842,4,7,6,0,0,468,4434,28,5488,19654,193,14166,1184
BA,34436,CASA NOVA,26559,7,17,21,19,1,2192,3746,76,7403,44222,746,36819,3435
BA,34452,CASTRO ALVES,11061,8,6,6,1,3,866,2704,42,4358,20613,357,16255,1201
BA,34479,CATOLÂNDIA,2058,2,0,0,1,0,99,180,3,589,3198,80,2609,186
BA,34495,CATU,20176,15,7,11,8,0,4906,2187,96,4591,34989,1297,30398,1695
BA,34509,CATURAMA,3452,2,0,0,3,1,100,582,15,1877,6667,138,4790,497
BA,34517,CENTRAL,6353,6,3,1,8,0,716,1617,16,1973,11604,216,9631,695
BA,34533,CHORROCHÓ,4768,0,1,4,3,1,271,835,4,1342,7973,71,6631,673
BA,34550,CÍCERO DANTAS,11023,7,6,5,7,3,652,3516,40,4409,22161,819,17752,1674
BA,34576,CIPÓ,4393,7,4,0,1,1,1172,2488,22,2321,11368,174,9047,785
BA,34592,COARACI,7118,0,3,5,6,0,1219,2862,25,3071,15536,199,12465,1028
BA,34614,COCOS,5916,7,4,2,1,0,374,2107,13,4351,14049,232,9698,1042
BA,34630,CONCEIÇÃO DA FEIRA,5545,3,7,0,6,1,1284,3076,41,1671,13021,548,11350,839
BA,34657,CONCEIÇÃO DO ALMEIDA,7297,1,2,3,1,1,739,1184,35,3263,13608,265,10345,817
BA,34673,CONCEIÇÃO DO COITÉ,20478,15,23,7,7,5,3066,9613,99,6381,43225,887,36844,2644
BA,34690,CONCEIÇÃO DO JACUÍPE,8547,1,9,12,5,0,2501,4020,74,2542,19273,555,16731,1007
BA,34711,CONDE,7063,5,6,4,5,2,836,1832,9,3944,15090,343,11146,1041
BA,34738,CONDEÚBA,6385,7,7,4,3,2,572,1466,14,3703,13493,148,9790,1182
BA,34754,CONTENDAS DO SINCORÁ,1633,0,2,1,0,1,124,564,6,435,3039,48,2604,225
BA,34770,CORAÇÃO DE MARIA,9622,9,7,3,6,2,1444,2334,24,2973,17966,501,14993,1041
BA,34797,CORDEIROS,2142,2,4,1,0,0,288,1265,3,1347,5675,70,4328,553
BA,34819,CORIBE,6247,6,2,3,3,0,262,1382,13,3719,12359,172,8640,550
BA,34835,CORONEL JOÃO SÁ,5938,5,4,5,1,2,203,1599,13,3223,12165,156,8942,1016
BA,34851,CORRENTINA,10165,8,9,16,15,1,1206,3758,37,7301,24807,405,17506,1886
BA,34878,COTEGIPE,5257,5,3,0,0,1,305,841,7,2718,9974,138,7256,699
BA,34894,CRAVOLÂNDIA,2021,1,1,0,2,0,180,436,1,925,4045,148,3120,330
BA,34916,CRISÓPOLIS,7335,8,5,4,1,2,346,1551,5,5194,15670,202,10476,1017
BA,34932,CRISTÓPOLIS,6185,4,4,2,4,0,416,887,14,2127,10594,119,8467,832
BA,34959,CRUZ DAS ALMAS,16602,10,4,9,12,4,4216,8867,120,4453,36989,965,32536,1727
BA,34975,CURAÇÁ,13141,5,9,1,5,2,986,2805,38,5002,23167,191,18165,982
BA,34991,DÁRIO MEIRA,3490,1,5,2,1,0,648,753,5,3144,8913,105,5769,759
BA,35017,DOM BASÍLIO,4773,3,1,1,2,0,298,1267,17,1668,8849,235,7181,584
BA,35033,DOM MACEDO COSTA,1697,1,1,1,1,1,301,526,2,541,3424,59,2883,293
BA,35050,ELÍSIO MEDRADO,3024,2,1,2,5,1,357,1562,9,1383,7109,129,5726,634
BA,35076,ENCRUZILHADA,6004,7,6,10,6,2,752,2489,15,5374,16121,244,10747,1212
BA,35092,ENTRE RIOS,11938,14,3,10,5,2,2064,3166,102,7536,27157,862,19621,1455
BA,35114,ESPLANADA,9474,13,11,3,12,3,1482,3610,59,4176,20860,691,16684,1326
BA,35130,EUCLIDES DA CUNHA,19673,11,24,13,11,4,1448,4583,68,7564,36550,655,28986,2496
BA,35149,FEIRA DA MATA,2063,0,1,1,1,0,100,875,3,1206,4472,49,3266,173
BA,35157,FEIRA DE SANTANA,114938,126,107,158,110,28,76654,81709,1161,60323,359314,8714,298991,15286
BA,35173,FIRMINO ALVES,1468,1,1,1,0,0,149,1077,6,771,3883,97,3112,312
BA,35190,FLORESTA AZUL,3021,2,0,0,5,0,344,1449,13,1379,6918,104,5539,601
BA,35211,FORMOSA DO RIO PRETO,7539,3,7,4,5,0,524,2577,21,3980,15655,205,11675,790
BA,35238,GANDU,6989,16,7,18,3,0,2242,4244,38,2973,18265,353,15292,1382
BA,35254,GENTIO DO OURO,4610,4,3,3,2,0,203,785,12,1223,7583,80,6360,658
BA,35270,GLÓRIA,6581,2,6,1,0,0,238,1004,11,2847,11785,255,8938,840
BA,35297,GONGOGI,2348,1,1,1,1,0,179,775,14,2856,6556,51,3700,329
BA,35319,GOVERNADOR MANGABEIRA,7541,6,7,2,3,2,906,1961,48,3379,15070,347,11691,868
BA,35335,GUANAMBI,23227,15,11,24,26,2,3089,12575,141,11162,54733,1098,43571,3363
BA,35351,GUARATINGA,7731,2,1,3,4,0,1007,1321,13,3008,13842,125,10834,627
BA,35378,IAÇU,8891,6,8,2,10,0,910,1784,44,7351,20718,352,13367,1360
BA,35394,IBIASSUCÊ,3400,2,2,0,3,0,161,1896,6,2224,8366,80,6142,592
BA,35416,IBICARAÍ,5998,5,3,3,5,0,680,4783,50,3358,16367,306,13009,1176
BA,35432,IBICOARA,4834,3,5,4,4,0,468,2108,30,2228,10868,267,8640,917
BA,35459,IBICUÍ,4745,6,5,3,5,0,629,1870,16,2166,10440,244,8274,751
BA,35475,IBIPEBA,7264,2,2,4,1,0,411,805,10,3092,12460,203,9368,666
BA,35491,SANTA RITA DE CÁSSIA,9247,10,11,11,8,1,759,2823,59,6029,20763,394,14734,1411
BA,35513,IBIPITANGA,5657,0,3,3,1,0,353,818,6,3131,10615,126,7484,517
BA,35530,IBIQUERA,1768,2,0,0,0,0,137,233,1,684,3164,28,2480,311
BA,35556,IBIRAPITANGA,5469,3,5,2,1,0,1257,1283,8,2367,11591,229,9224,967
BA,35572,IBIRAPUÃ,2374,2,2,4,3,0,242,1182,7,1116,5501,110,4385,459
BA,35599,IBIRATAIA,5142,7,10,3,6,1,2398,2045,17,6001,17364,269,11363,1465
BA,35610,IBITIARA,5887,8,7,1,3,3,583,1052,6,2100,10470,125,8370,695
BA,35637,IBITITÁ,7450,8,8,10,2,1,885,1008,19,2328,12533,186,10205,628
BA,35653,IBOTIRAMA,8301,7,12,3,5,3,1023,2816,31,3139,16745,210,13606,1195
BA,35670,ICHU,2371,2,4,1,1,0,323,814,11,588,4490,106,3902,269
BA,35696,IGAPORÃ,5504,5,4,2,3,0,465,1198,19,1799,10082,257,8283,826
BA,35700,IGRAPIÚNA,4158,5,4,17,4,0,498,1240,18,2736,9541,192,6805,669
BA,35718,IGUAÍ,8107,8,14,4,3,2,1181,1913,21,6557,19388,275,12831,1303
BA,35734,ILHÉUS,45886,32,26,82,34,7,19652,21374,632,33826,129706,3121,95880,5034
BA,35750,INHAMBUPE,11953,10,7,5,3,3,1153,2992,49,3943,22107,500,18164,1489
BA,35777,IPECAETÁ,5338,0,9,2,3,2,586,2106,8,2114,11278,182,9164,928
BA,35793,IPIAÚ,12702,86,12,3,3,0,3590,3440,53,5022,27402,470,22380,2021
BA,35815,IPIRÁ,18596,13,9,17,4,2,2285,6539,83,8558,39550,764,30992,2680
BA,35831,IPUPIARA,3071,7,0,2,0,1,427,1291,18,1715,7083,133,5368,418
BA,35858,IRAJUBA,2716,5,4,0,0,0,226,553,8,721,4792,93,4071,466
BA,35874,IRAMAIA,4394,4,4,0,1,0,216,1239,13,2710,9329,148,6619,600
BA,35890,IRAQUARA,8552,7,11,4,4,2,357,1163,17,2655,13844,171,11189,901
BA,35912,IRARÁ,10009,2,8,2,3,0,1467,2711,32,3755,19733,402,15978,1342
BA,35939,IRECÊ,17990,12,5,9,6,1,3926,6375,99,10652,42271,873,31619,2323
BA,35947,ITABELA,6850,6,7,1,7,2,1280,5107,23,6457,21413,376,14956,1297
BA,35955,ITABERABA,16931,10,11,33,20,4,3444,5190,165,6113,35553,889,29440,2743
BA,35971,ITABUNA,44607,67,34,48,28,5,18045,40007,574,27683,139788,2923,112105,5767
BA,35998,ITACARÉ,5293,6,3,4,4,1,1401,1174,15,1509,10336,229,8827,697
BA,36013,ITAETÉ,4257,2,0,3,1,0,142,1790,5,1994,9223,162,7229,867
BA,36030,ITAGI,3570,4,3,2,2,2,736,2200,6,2129,9677,123,7548,900
BA,36056,ITAGIBÁ,5419,4,1,1,4,0,1105,977,8,2114,10546,125,8432,788
BA,36072,ITAGIMIRIM,1843,6,3,0,2,0,476,1066,5,1230,5146,56,3916,459
BA,36080,ITAGUAÇU DA BAHIA,5359,2,1,3,2,0,194,464,13,1882,8569,79,6687,570
BA,36099,ITAJU DO COLÔNIA,2135,2,1,3,0,0,336,679,2,816,4221,40,3405,207
BA,36110,ITAJUÍPE,6822,10,5,6,2,0,1196,3036,38,3093,15246,252,12153,786
BA,36137,ITAMARAJU,14279,10,8,18,14,4,2927,9761,93,8614,38993,885,30379,2380
BA,36153,ITAMARI,2763,1,3,0,1,1,469,1093,8,1307,6119,68,4812,405
BA,36170,ITAMBÉ,7138,4,10,3,3,1,866,4101,14,5430,19129,244,13699,1315
BA,36196,ITANAGRA,2231,1,2,0,0,1,247,474,5,991,4304,93,3313,259
BA,36218,ITANHÉM,6610,2,5,11,2,2,903,1997,19,3987,15012,326,11025,1148
BA,36234,ITAPARICA,7267,7,4,8,2,1,1591,1566,33,3354,14725,334,11371,558
BA,36250,ITAPÉ,3275,4,2,2,3,0,559,1781,19,2309,8706,165,6397,587
BA,36277,ITAPEBI,2827,4,2,2,2,0,327,1143,6,1960,6781,75,4821,433
BA,36293,ITAPETINGA,12905,16,13,18,11,3,5256,12203,110,6319,40329,916,34010,2559
BA,36315,ITAPICURU,10511,8,12,2,3,1,723,1292,14,6700,20963,277,14263,1420
BA,36331,ITAPITANGA,3149,1,4,1,1,1,282,739,18,2433,7046,56,4613,361
BA,36358,ITAQUARA,2573,4,5,3,1,0,252,1098,16,1201,5812,84,4611,575
BA,36374,ITARANTIM,5283,4,8,3,5,0,869,1920,27,2444,11988,205,9544,1220
BA,36382,ITATIM,3826,3,6,1,3,1,504,2822,10,1920,10174,244,8254,834
BA,36390,ITIRUÇU,3615,4,3,0,1,0,809,1824,21,2349,9534,229,7185,679
BA,36412,ITIÚBA,12217,8,5,4,1,2,731,4327,32,7815,27323,562,19508,1619
BA,36439,ITORORÓ,4836,8,7,1,5,1,773,4498,29,4021,15532,224,11511,1129
BA,36455,ITUAÇU,5017,5,7,4,4,2,573,3734,22,2511,13304,318,10793,1107
BA,36471,ITUBERÁ,7351,5,5,10,5,3,1045,3813,29,5110,18871,415,13761,1080
BA,36498,JACARACI,5201,5,3,1,1,4,329,1050,6,3135,10756,142,7621,879
BA,36510,JACOBINA,25196,21,23,13,10,4,4600,5751,132,9482,49464,985,39982,3247
BA,36536,JAGUAQUARA,14008,15,14,6,8,4,2159,4842,64,9800,33802,644,24002,2238
BA,36552,JAGUARARI,9326,8,7,5,5,3,1097,3862,44,3161,19448,506,16287,1424
BA,36579,JAGUARIPE,5592,2,3,5,3,0,479,1051,12,2130,10380,311,8250,792
BA,36595,JANDAÍRA,3635,1,2,1,1,1,270,680,9,1983,7186,68,5203,535
BA,36617,JEQUIÉ,38262,26,22,44,21,7,16571,12099,597,18540,93189,2160,74649,4840
BA,36633,JEREMOABO,13866,7,6,2,2,0,559,2138,22,4753,23301,320,18548,1626
BA,36650,JIQUIRIÇÁ,4037,4,7,4,1,0,427,2218,4,2669,10403,250,7734,782
BA,36676,JITAÚNA,5075,2,4,5,2,1,782,1914,30,4778,13793,184,9015,1016
BA,36692,JUAZEIRO,63638,28,30,30,22,6,14874,15482,443,23746,125191,1970,101445,4922
BA,36706,JUCURUÇU,4125,2,2,0,1,0,203,828,7,1514,7324,81,5810,561
BA,36714,JUSSARA,6440,3,0,0,6,0,392,613,17,2260,10615,139,8355,745
BA,36730,JUSSIAPE,3142,1,1,2,3,0,191,1168,9,1318,6318,88,5000,395
BA,36757,LAFAIETE COUTINHO,2121,0,1,1,0,0,145,250,3,461,3215,50,2754,183
BA,36765,LAGOA REAL,4666,2,4,1,0,0,216,1292,12,2581,9595,103,7014,718
BA,36773,LAJE,8981,7,5,3,7,0,934,1845,18,4147,17635,291,13488,1397
BA,36790,LAJEDÃO,1806,3,0,2,1,0,221,558,3,584,3512,33,2928,301
BA,36811,LAJEDINHO,1939,0,1,0,1,0,43,146,5,493,2838,22,2345,188
BA,36820,LAJEDO DO TABOCAL,2888,3,3,0,1,0,386,552,8,1152,5504,96,4352,415
BA,36838,LAMARÃO,3257,3,4,2,0,0,206,606,8,2249,6934,124,4685,475
BA,36854,LAURO DE FREITAS,40432,35,21,31,21,7,21973,10292,408,16942,97516,2819,80574,4535
BA,36870,LENÇÓIS,3343,4,0,0,0,0,370,599,17,1815,6616,99,4801,369
BA,36897,LICÍNIO DE ALMEIDA,3981,3,1,3,2,1,296,1651,7,1869,8468,159,6599,495
BA,36919,LIVRAMENTO DE NOSSA SENHORA,15584,11,6,6,13,0,1473,3393,60,8076,31195,654,23119,1919
BA,36935,MACAJUBA,3484,4,3,0,3,1,310,1697,7,2677,9213,126,6536,901
BA,36951,MACARANI,4607,4,11,2,6,0,857,2397,13,2886,12529,265,9643,1481
BA,36978,MACAÚBAS,15925,9,11,7,10,0,999,3530,52,8928,31797,393,22869,1933
BA,36994,MACURURÉ,3391,1,4,2,1,0,203,684,6,1469,6269,67,4800,441
BA,37010,MAIQUINIQUE,2645,0,4,2,3,0,469,1113,8,1380,6289,94,4909,571
BA,37036,MAIRI,5722,2,8,0,4,0,670,2227,19,2988,13111,289,10123,1182
BA,37052,MALHADA,5937,2,1,4,1,0,253,1448,13,3355,11791,147,8436,630
BA,37079,MALHADA DE PEDRAS,3148,0,2,0,3,2,410,892,7,1071,6204,103,5133,566
BA,37095,MANOEL VITORINO,5342,5,0,3,0,1,406,1002,6,1330,8857,117,7527,645
BA,37117,MARACÁS,8416,1,5,3,3,1,1015,2426,31,6065,19377,359,13312,1052
BA,37133,MARAGOGIPE,14087,2,9,5,10,2,1184,5609,108,4191,27737,868,23546,1662
BA,37150,MARAÚ,5254,5,2,10,1,0,660,1332,16,4004,12288,241,8284,763
BA,37176,MARCIONÍLIO SOUZA,3489,0,3,1,1,1,237,849,8,1882,7112,109,5230,532
BA,37192,MASCOTE,3924,2,7,7,1,2,438,1587,13,2252,8963,96,6711,634
BA,37214,MATA DE SÃO JOÃO,14248,14,14,14,11,5,3597,3295,84,5193,29658,1151,24465,2032
BA,37222,MATINA,4574,5,2,2,2,1,110,502,6,2084,8216,167,6132,761
BA,37230,MEDEIROS NETO,7823,4,3,16,5,4,997,2487,19,3651,16552,294,12901,1249
BA,37257,MIGUEL CALMON,10317,6,6,6,6,1,1596,1742,59,6223,21754,318,15531,1474
BA,37273,MILAGRES,5035,2,3,0,1,0,614,511,8,1493,8238,70,6745,501
BA,37290,MIRANGABA,4467,7,12,0,1,0,357,1844,14,3320,11364,242,8044,1100
BA,37303,MIRANTE,3096,3,2,3,0,0,186,990,6,1998,7051,66,5053,701
BA,37311,MONTE SANTO,20733,7,12,15,3,1,866,3282,51,11826,40012,652,28186,2564
BA,37338,MORPARÁ,3073,2,0,1,1,0,199,1159,8,1398,6495,84,5097,570
BA,37354,MORRO DO CHAPÉU,10673,8,5,10,5,2,1380,2978,54,4501,21729,326,17228,1787
BA,37370,MORTUGABA,4094,1,1,2,0,0,235,1243,9,2118,8441,91,6323,647
BA,37397,MUCUGÊ,3421,3,5,6,2,4,284,1884,6,1602,7985,129,6383,639
BA,37419,MUCURI,9064,1,5,9,15,3,2508,3873,63,8518,25397,351,16879,987
BA,37427,MULUNGU DO MORRO,4415,2,4,0,3,1,212,765,4,2617,8567,121,5950,423
BA,37435,MUNDO NOVO,7172,6,8,4,6,1,924,1293,20,3231,14124,267,10893,1192
BA,37451,MUNIZ FERREIRA,3408,1,2,2,1,0,410,1005,7,1118,6523,131,5405,438
BA,37460,MUQUÉM DO SÃO FRANCISCO,4248,3,1,2,1,0,200,769,6,1667,7384,101,5717,386
BA,37478,MURITIBA,9779,8,3,6,5,0,1725,3133,66,5706,22113,605,16407,1077
BA,37494,MUTUÍPE,6254,5,5,3,5,1,847,4171,14,4307,17152,295,12845,1245
BA,37516,NAZARÉ,11105,5,12,7,3,1,1429,2095,57,3753,19890,526,16137,897
BA,37532,NILO PEÇANHA,3427,2,4,2,1,0,342,1408,12,1184,7241,254,6057,605
BA,37559,NOVA CANAÃ,4975,3,4,6,4,1,894,990,12,2677,10676,127,7999,983
BA,37567,NOVA FÁTIMA,2869,2,2,0,2,1,427,1218,7,987,6126,133,5139,478
BA,37575,NOVA ITARANA,2453,4,1,1,2,0,145,818,1,1042,5051,102,4009,482
BA,37583,NOVA REDENÇÃO,3128,5,2,5,2,0,249,515,2,1160,5525,79,4365,378
BA,37591,NOVA SOURE,9757,6,5,2,7,1,584,1335,23,3399,16605,269,13206,1217
BA,37613,NOVA VIÇOSA,8967,1,7,6,11,0,2586,4929,31,7394,25704,357,18310,1415
BA,37621,NOVO TRIUNFO,2528,3,5,0,1,0,162,1915,4,2256,7543,107,5287,562
BA,37630,OLINDINA,9757,2,11,4,0,1,939,1298,27,6091,19766,379,13675,1257
BA,37656,OLIVEIRA DOS BREJINHOS,8018,3,3,2,6,0,470,1646,21,3370,14976,308,11606,1129
BA,37672,OURIÇANGAS,2850,1,2,0,0,0,232,1327,4,1290,6342,104,5052,532
BA,37680,OUROLÂNDIA,4538,2,4,0,0,1,410,2540,4,3945,12569,144,8624,981
BA,37699,PALMAS DE MONTE ALTO,8703,8,7,3,0,1,370,1452,10,2923,14915,200,11992,1238
BA,37710,PALMEIRAS,3180,0,3,0,0,0,305,576,11,1017,5541,56,4524,393
BA,37737,PARAMIRIM,8079,5,1,4,4,3,452,1248,41,4473,15617,275,11144,1032
BA,37753,PARATINGA,10487,10,6,3,5,1,433,3279,17,4076,19832,192,15756,1323
BA,37770,PARIPIRANGA,10162,10,7,6,9,3,717,3187,31,6042,22105,542,16063,1389
BA,37796,PAU BRASIL,3247,1,4,2,0,0,514,1196,9,1749,7198,77,5449,399
BA,37818,PAULO AFONSO,37625,17,23,22,14,3,3844,7996,119,17536,72287,1141,54751,3947
BA,37834,PEDRÃO,2750,3,2,0,2,1,372,668,12,1069,5410,106,4341,425
BA,37850,PEDRO ALEXANDRE,4564,6,1,1,2,0,125,857,3,2411,8890,176,6479,744
BA,37877,PIATÃ,7058,7,5,2,1,0,515,1168,28,3532,13748,223,10216,1209
BA,37893,PILÃO ARCADO,11960,18,7,18,6,0,478,1935,49,4914,21289,154,16375,1750
BA,37915,PINDAÍ,4763,3,9,1,4,1,526,2115,22,2758,11338,212,8580,924
BA,37931,PINDOBAÇU,5824,3,3,3,4,2,801,3193,21,2549,13466,326,10917,737
BA,37940,PIRAÍ DO NORTE,2181,1,4,2,0,0,242,1412,2,887,5206,86,4319,389
BA,37958,PIRIPÁ,3160,2,3,0,2,2,216,1291,6,3232,8641,63,5409,664
BA,37974,PIRITIBA,6535,3,4,2,3,1,1137,1066,11,2338,12075,145,9737,830
BA,37990,PLANALTINO,3133,1,2,1,0,0,123,596,8,1000,5538,146,4538,528
BA,38016,PLANALTO,7928,5,8,2,4,1,594,2799,19,2605,15296,230,12691,1101
BA,38032,POÇÕES,12524,6,10,10,7,1,1937,4553,63,10482,32455,545,21973,2317
BA,38059,POJUCA,12233,11,8,7,6,2,3157,2077,58,2148,22282,1180,20134,1395
BA,38067,PONTO NOVO,4275,1,8,1,1,0,347,2533,18,3276,11448,164,8172,824
BA,38075,PORTO SEGURO,26148,18,15,24,26,2,10415,11628,179,19054,71958,1385,52904,3064
BA,38091,POTIRAGUÁ,3484,1,4,3,2,0,496,966,10,2827,8576,102,5749,681
BA,38113,PRADO,7542,0,2,5,7,2,1039,3246,77,6264,19507,251,13243,1072
BA,38130,PRESIDENTE DUTRA,6375,2,0,2,6,0,460,482,20,1587,9786,149,8199,703
BA,38156,PRESIDENTE JÂNIO QUADROS,4309,4,3,1,3,0,250,902,11,4383,10910,90,6527,954
BA,38164,PRESIDENTE TANCREDO NEVES,5072,5,11,4,5,0,617,5846,24,4073,17694,422,13621,1615
BA,38172,QUEIMADAS,8976,6,6,4,2,0,950,2178,18,3574,17165,331,13591,1120
BA,38199,QUINJINGUE,9861,8,12,4,2,3,812,2138,21,4191,18534,192,14343,1290
BA,38210,REMANSO,15119,6,9,8,9,1,820,2435,43,5163,25804,315,20641,1876
BA,38237,RETIROLÂNDIA,4749,4,4,1,2,1,981,1576,15,1203,9473,267,8270,670
BA,38253,RIACHÃO DAS NEVES,8873,3,7,6,2,0,579,1452,10,3545,16030,237,12485,1316
BA,38270,RIACHÃO DO JACUÍPE,11244,9,12,6,2,3,1672,4367,46,3104,22554,561,19450,1528
BA,38296,RIACHO DE SANTANA,10638,7,12,4,2,1,466,2866,30,4334,20641,648,16307,1633
BA,38318,RIBEIRA DO AMPARO,5051,4,5,6,3,0,291,1318,21,2671,10489,195,7818,924
BA,38334,RIBEIRA DO POMBAL,16523,8,13,4,11,2,1490,5431,68,10449,37114,717,26665,2398
BA,38342,RIBEIRÃO DO LARGO,3294,4,8,2,1,2,379,1580,12,2441,8542,83,6101,736
BA,38350,RIO DE CONTAS,5824,3,2,2,4,1,511,1376,15,2631,11165,175,8534,621
BA,38377,RIO DO ANTÔNIO,4970,2,3,5,8,1,362,1037,10,3553,11030,171,7477,908
BA,38393,RIO DO PIRES,4355,1,2,1,2,0,243,1059,7,2688,9120,97,6432,665
BA,38415,RIO REAL,13292,8,7,4,3,3,1489,2994,35,6821,26598,559,19777,1383
BA,38431,RODELAS,3115,0,0,0,1,0,497,450,7,927,5365,50,4438,318
BA,38458,RUY BARBOSA,10401,10,10,3,4,3,859,2979,62,6722,22914,331,16192,1530
BA,38474,SALINAS DA MARGARIDA,5455,3,1,4,2,0,849,456,19,1181,8589,221,7408,398
BA,38490,SALVADOR,720567,964,487,1026,583,151,404551,197851,12928,325021,1831496,66502,1506475,100865
BA,38512,SANTA BÁRBARA,7539,2,11,1,3,1,925,2747,19,2765,15381,285,12616,1083
BA,38539,SANTA BRÍGIDA,6038,1,2,3,0,0,197,820,3,3115,11164,136,8049,849
BA,38555,SANTA CRUZ CABRÁLIA,4644,4,4,5,7,3,1603,3480,30,4609,15621,340,11012,892
BA,38571,SANTA CRUZ DA VITÓRIA,1592,2,0,1,3,0,109,757,5,1508,4350,63,2842,310
BA,38598,SANTA INÊS,3690,2,2,5,2,0,290,823,14,1711,7316,185,5605,592
BA,38610,SANTALUZ,10058,9,9,7,9,1,1803,5731,73,5933,26358,583,20425,2142
BA,38636,SANTA MARIA DA VITÓRIA,12161,4,8,3,12,3,1113,4503,41,7636,28036,512,20400,2040
BA,38652,SANTANA,10040,6,7,4,3,3,503,2455,24,3288,17900,248,14612,1319
BA,38679,SANTANÓPOLIS,3697,4,5,3,5,1,432,1115,11,1311,7490,265,6179,641
BA,38695,SANTA TEREZINHA,3628,2,3,1,2,0,306,1102,8,1892,7721,161,5829,616
